C¢digo;Descriá∆o;Data In°cio;Data Fim;Ato Legal In°cio;N£mero;Ano
8451.10.00;- M†quinas para lavar a seco;01/04/2022;31/12/9999;Res Camex;272;2021
8451.2;- M†quinas de secar:;01/04/2022;31/12/9999;Res Camex;272;2021
8451.21.00;-- De capacidade, expressa em peso de roupa seca, n∆o superior a 10ˇkg;01/04/2022;31/12/9999;Res Camex;272;2021
8451.29;-- Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8451.29.10;Que funcionem por meio de ondas eletromagnÇticas (micro-ondas), cuja produá∆o seja igual ou superior a 120ˇkg/h de produto seco;01/04/2022;31/12/9999;Res Camex;272;2021
8451.29.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8451.30;- M†quinas e prensas para passar, incluindo as prensas de transferància tÇrmica ou de fus∆o;01/04/2022;31/12/9999;Res Camex;272;2021
8451.30.10;Autom†ticas;01/04/2022;31/12/9999;Res Camex;272;2021
8451.30.9;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8451.30.91;Prensas para passar de peso inferior ou igual a 14ˇkg;01/04/2022;31/12/9999;Res Camex;272;2021
8451.30.99;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8451.40;- M†quinas para lavar, branquear ou tingir;01/04/2022;31/12/9999;Res Camex;272;2021
8451.40.10;Para lavar;01/04/2022;31/12/9999;Res Camex;272;2021
8451.40.2;Para tingir ou branquear fios ou tecidos;01/04/2022;31/12/9999;Res Camex;272;2021
8451.40.21;"Para tingir tecidos em rolos; para tingir por press∆o est†tica, com molinete (rotor de p†s), jato de †gua (jet) ou combinada";01/04/2022;31/12/9999;Res Camex;272;2021
8451.40.29;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8451.40.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8451.50;- M†quinas para enrolar, desenrolar, dobrar, cortar ou dentear tecidos;01/04/2022;31/12/9999;Res Camex;272;2021
8451.50.10;Para inspeá∆o visual de tecidos;01/02/2026;31/12/9999;Res Gecex;812;2025
8451.50.20;Autom†ticas, para enfestar ou cortar;01/04/2022;31/12/9999;Res Camex;272;2021
8451.50.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8451.80.00;- Outras m†quinas e aparelhos;01/04/2022;31/12/9999;Res Camex;272;2021
8451.90;- Partes;01/04/2022;31/12/9999;Res Camex;272;2021
8451.90.10;Para as m†quinas da subposiá∆o 8451.21;01/04/2022;31/12/9999;Res Camex;272;2021
8451.90.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
84.52;"M†quinas de costura, exceto as de costurar cadernos da posiá∆o 84.40; m¢veis, bases e tampas, pr¢prios para m†quinas de costura; agulhas para m†quinas de costura.";01/04/2022;31/12/9999;Res Camex;272;2021
8452.10.00;- M†quinas de costura de uso domÇstico;01/04/2022;31/12/9999;Res Camex;272;2021
8452.2;- Outras m†quinas de costura:;01/04/2022;31/12/9999;Res Camex;272;2021
8452.21;-- Unidades autom†ticas;01/04/2022;31/12/9999;Res Camex;272;2021
8452.21.10;Para costurar couros ou peles;01/04/2022;31/12/9999;Res Camex;272;2021
8452.21.20;Para costurar tecidos;01/04/2022;31/12/9999;Res Camex;272;2021
8452.21.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8452.29;-- Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8452.29.10;Para costurar couros ou peles;01/04/2022;31/12/9999;Res Camex;272;2021
8452.29.2;Para costurar tecidos;01/04/2022;31/12/9999;Res Camex;272;2021
8452.29.21;Remalhadeiras;01/04/2022;31/12/9999;Res Camex;272;2021
8452.29.22;Para casear;01/04/2022;31/12/9999;Res Camex;272;2021
8452.29.23;Tipo zigue-zague para inserir el†stico;01/04/2022;31/12/9999;Res Camex;272;2021
8452.29.24;De costura reta;01/04/2022;31/12/9999;Res Camex;272;2021
8452.29.25;Galoneiras;01/04/2022;31/12/9999;Res Camex;272;2021
8452.29.29;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8452.29.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8452.30.00;- Agulhas para m†quinas de costura;01/04/2022;31/12/9999;Res Camex;272;2021
8452.90;"- M¢veis, bases e tampas, para m†quinas de costura, e suas partes; outras partes de m†quinas de costura";01/04/2022;31/12/9999;Res Camex;272;2021
8452.90.20;M¢veis, bases e tampas, para m†quinas de costura, e suas partes;01/04/2022;31/12/9999;Res Camex;272;2021
8452.90.8;Outras partes de m†quinas de costura de uso domÇstico;01/04/2022;31/12/9999;Res Camex;272;2021
8452.90.81;Guia-fios, lanáadeiras e porta-bobinas;01/04/2022;31/12/9999;Res Camex;272;2021
8452.90.89;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8452.90.9;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8452.90.91;Guia-fios, lanáadeiras n∆o rotativas e porta-bobinas;01/04/2022;31/12/9999;Res Camex;272;2021
8452.90.92;Para remalhadeiras;01/04/2022;31/12/9999;Res Camex;272;2021
8452.90.93;Lanáadeiras rotativas;01/04/2022;31/12/9999;Res Camex;272;2021
8452.90.94;Corpos moldados por fundiá∆o;01/04/2022;31/12/9999;Res Camex;272;2021
8452.90.99;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
84.53;M†quinas e aparelhos para preparar, curtir ou trabalhar couros ou peles, ou para fabricar ou consertar caláado e outras obras de couro ou de pele, exceto m†quinas de costura.;01/04/2022;31/12/9999;Res Camex;272;2021
8453.10;- M†quinas e aparelhos para preparar, curtir ou trabalhar couros ou peles;01/04/2022;31/12/9999;Res Camex;272;2021
8453.10.10;M†quinas para dividir couros com largura £til inferior ou igual a 3.000ˇmm, com lÉmina sem fim, com controle eletrìnico program†vel;01/04/2022;31/12/9999;Res Camex;272;2021
8453.10.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8453.20.00;- M†quinas e aparelhos para fabricar ou consertar caláado;01/04/2022;31/12/9999;Res Camex;272;2021
8453.80.00;- Outras m†quinas e aparelhos;01/04/2022;31/12/9999;Res Camex;272;2021
8453.90.00;- Partes;01/04/2022;31/12/9999;Res Camex;272;2021
84.54;Conversores, cadinhos ou colheres de fundiá∆o, lingoteiras e m†quinas de vazar (moldar), para metalurgia, aciaria ou fundiá∆o.;01/04/2022;31/12/9999;Res Camex;272;2021
8454.10.00;- Conversores;01/04/2022;31/12/9999;Res Camex;272;2021
8454.20;- Lingoteiras e cadinhos ou colheres de fundiá∆o;01/04/2022;31/12/9999;Res Camex;272;2021
8454.20.10;Lingoteiras;01/04/2022;31/12/9999;Res Camex;272;2021
8454.20.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8454.30;- M†quinas de vazar (moldar);01/04/2022;31/12/9999;Res Camex;272;2021
8454.30.10;Sob press∆o;01/04/2022;31/12/9999;Res Camex;272;2021
8454.30.20;Por centrifugaá∆o;01/04/2022;31/12/9999;Res Camex;272;2021
8454.30.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8454.90;- Partes;01/04/2022;31/12/9999;Res Camex;272;2021
8454.90.10;De m†quinas de vazar (moldar) por centrifugaá∆o;01/04/2022;31/12/9999;Res Camex;272;2021
8454.90.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
84.55;Laminadores de metais e seus cilindros.;01/04/2022;31/12/9999;Res Camex;272;2021
8455.10.00;- Laminadores de tubos;01/04/2022;31/12/9999;Res Camex;272;2021
8455.2;- Outros laminadores:;01/04/2022;31/12/9999;Res Camex;272;2021
8455.21;-- Laminadores a quente e laminadores combinados a quente e a frio;01/04/2022;31/12/9999;Res Camex;272;2021
8455.21.10;De cilindros lisos;01/04/2022;31/12/9999;Res Camex;272;2021
8455.21.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8455.22;-- Laminadores a frio;01/04/2022;31/12/9999;Res Camex;272;2021
8455.22.10;De cilindros lisos;01/04/2022;31/12/9999;Res Camex;272;2021
8455.22.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8455.30;- Cilindros de laminadores;01/04/2022;31/12/9999;Res Camex;272;2021
8455.30.10;Fundidos, de aáo ou ferro fundido nodular;01/04/2022;31/12/9999;Res Camex;272;2021
8455.30.20;Forjados, de aáo de corte r†pido, com um teor, em peso, de carbono igual ou superior a 0,80ˇ% e inferior ou igual a 0,90ˇ%, de cromo igual ou superior a 3,50ˇ% e inferior ou igual a 4ˇ%, de van†dio igual ou superior a 1,60ˇ% e inferior ou igual a 2,30ˇ%, de molibdànio inferior ou igual a 8,50ˇ% e de tungstànio (volfrÉmio) inferior ou igual a 7ˇ%;01/04/2022;31/12/9999;Res Camex;272;2021
8455.30.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8455.90.00;- Outras partes;01/04/2022;31/12/9999;Res Camex;272;2021
84.56;"M†quinas-ferramentas que trabalhem por eliminaá∆o de qualquer matÇria, que operem por laser ou por outro feixe de luz ou de f¢tons, por ultrassom, por eletroeros∆o, por processos eletroqu°micos, por feixes de elÇtrons, por feixes iìnicos ou por jato de plasma; m†quinas de corte a jato de †gua.";01/04/2022;31/12/9999;Res Camex;272;2021
8456.1;- Que operem por laser ou por outro feixe de luz ou de f¢tons:;01/04/2022;31/12/9999;Res Camex;272;2021
8456.11;-- Que operem por laser;01/04/2022;31/12/9999;Res Camex;272;2021
8456.11.1;De comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8456.11.11;Para corte de chapas met†licas de espessura superior a 8ˇmm;01/04/2022;31/12/9999;Res Camex;272;2021
8456.11.19;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8456.11.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8456.12;-- Que operem por outro feixe de luz ou de f¢tons;01/04/2022;31/12/9999;Res Camex;272;2021
8456.12.1;De comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8456.12.11;Para corte de chapas met†licas de espessura superior a 8ˇmm;01/04/2022;31/12/9999;Res Camex;272;2021
8456.12.19;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8456.12.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8456.20;- Que operem por ultrassom;01/04/2022;31/12/9999;Res Camex;272;2021
8456.20.10;De comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8456.20.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8456.30;- Que operem por eletroeros∆o;01/04/2022;31/12/9999;Res Camex;272;2021
8456.30.1;De comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8456.30.11;Para texturizar superf°cies cil°ndricas;01/04/2022;31/12/9999;Res Camex;272;2021
8456.30.19;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8456.30.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8456.40.00;- Que operem por jato de plasma;01/04/2022;31/12/9999;Res Camex;272;2021
8456.50.00;- M†quinas de corte a jato de †gua;01/04/2022;31/12/9999;Res Camex;272;2021
8456.90.00;- Outras;01/04/2022;31/12/9999;Res Camex;272;2021
84.57;Centros de usinagem (fabricaá∆o*), m†quinas de sistema monost†tico (single station) e m†quinas de estaá‰es m£ltiplas, para trabalhar metais.;01/04/2022;31/12/9999;Res Camex;272;2021
8457.10.00;- Centros de usinagem (fabricaá∆o*);01/04/2022;31/12/9999;Res Camex;272;2021
8457.20;- M†quinas de sistema monost†tico (single station);01/04/2022;31/12/9999;Res Camex;272;2021
8457.20.10;De comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8457.20.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8457.30;- M†quinas de estaá‰es m£ltiplas;01/04/2022;31/12/9999;Res Camex;272;2021
8457.30.10;De comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8457.30.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
84.58;Tornos (incluindo os centros de torneamento) para metais.;01/04/2022;31/12/9999;Res Camex;272;2021
8458.1;- Tornos horizontais:;01/04/2022;31/12/9999;Res Camex;272;2021
8458.11;-- De comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8458.11.10;Rev¢lver;01/04/2022;31/12/9999;Res Camex;272;2021
8458.11.9;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8458.11.91;De 6 ou mais fusos porta-peáas;01/04/2022;31/12/9999;Res Camex;272;2021
8458.11.99;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8458.19;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8458.19.10;Rev¢lver;01/04/2022;31/12/9999;Res Camex;272;2021
8458.19.90;Outros;01/04/2022;31/12/9999;Res Camex;272;2021
8458.9;- Outros tornos:;01/04/2022;31/12/9999;Res Camex;272;2021
8458.91.00;-- De comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8458.99.00;-- Outros;01/04/2022;31/12/9999;Res Camex;272;2021
84.59;M†quinas-ferramentas (incluindo as unidades com cabeáa deslizante) para furar, mandrilar, fresar, roscar interior ou exteriormente metais, por eliminaá∆o de matÇria, exceto os tornos (incluindo os centros de torneamento) da posiá∆o 84.58.;01/04/2022;31/12/9999;Res Camex;272;2021
8459.10.00;- Unidades com cabeáa deslizante;01/04/2022;31/12/9999;Res Camex;272;2021
8459.2;- Outras m†quinas para furar:;01/04/2022;31/12/9999;Res Camex;272;2021
8459.21;-- De comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8459.21.10;Radiais;01/04/2022;31/12/9999;Res Camex;272;2021
8459.21.9;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8459.21.91;De mais de um cabeáote mono ou multifuso;01/04/2022;31/12/9999;Res Camex;272;2021
8459.21.99;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8459.29.00;-- Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8459.3;- Outras mandriladoras-fresadoras:;01/04/2022;31/12/9999;Res Camex;272;2021
8459.31.00;-- De comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8459.39.00;-- Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8459.4;- Outras m†quinas para mandrilar:;01/04/2022;31/12/9999;Res Camex;272;2021
8459.41.00;-- De comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8459.49.00;-- Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8459.5;- M†quinas para fresar, de console:;01/04/2022;31/12/9999;Res Camex;272;2021
8459.51.00;-- De comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8459.59.00;-- Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8459.6;- Outras m†quinas para fresar:;01/04/2022;31/12/9999;Res Camex;272;2021
8459.61.00;-- De comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8459.69.00;-- Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8459.70.00;- Outras m†quinas para roscar interior ou exteriormente;01/04/2022;31/12/9999;Res Camex;272;2021
84.60;M†quinas-ferramentas para rebarbar, afiar, amolar, retificar, brunir, polir ou realizar outras operaá‰es de acabamento em metais ou cermets por meio de m¢s, de abrasivos ou de produtos polidores, exceto as m†quinas de cortar ou acabar engrenagens da posiá∆o 84.61.;01/04/2022;31/12/9999;Res Camex;272;2021
8460.1;- M†quinas para retificar superf°cies planas:;01/04/2022;31/12/9999;Res Camex;272;2021
8460.12.00;-- De comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8460.19.00;-- Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8460.2;- Outras m†quinas para retificar:;01/04/2022;31/12/9999;Res Camex;272;2021
8460.22.00;-- M†quinas para retificar sem centro, de comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8460.23.00;-- Outras m†quinas para retificar superf°cies cil°ndricas, de comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8460.24.00;-- Outras, de comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8460.29.00;-- Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8460.3;- M†quinas para afiar:;01/04/2022;31/12/9999;Res Camex;272;2021
8460.31.00;-- De comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8460.39.00;-- Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8460.40;- M†quinas para brunir;01/04/2022;31/12/9999;Res Camex;272;2021
8460.40.1;De comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8460.40.11;Brunidoras para cilindros de diÉmetro inferior ou igual a 312ˇmm;01/04/2022;31/12/9999;Res Camex;272;2021
8460.40.19;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8460.40.9;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8460.40.91;Brunidoras para cilindros de diÉmetro inferior ou igual a 312ˇmm;01/04/2022;31/12/9999;Res Camex;272;2021
8460.40.99;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8460.90;- Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8460.90.1;De comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8460.90.11;De polir, com cinco ou mais cabeáas e porta -peáas rotativo;01/04/2022;31/12/9999;Res Camex;272;2021
8460.90.12;De esmerilhar, com duas ou mais cabeáas e porta-peáas rotativo;01/04/2022;31/12/9999;Res Camex;272;2021
8460.90.19;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8460.90.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
84.61;M†quinas-ferramentas para aplainar, plainas-limadoras, m†quinas-ferramentas para escatelar, brochar, cortar ou acabar engrenagens, serrar, seccionar e outras m†quinas-ferramentas que trabalhem por eliminaá∆o de metal ou de cermets, n∆o especificadas nem compreendidas noutras posiá‰es.;01/04/2022;31/12/9999;Res Camex;272;2021
8461.20;- Plainas-limadoras e m†quinas para escatelar;01/04/2022;31/12/9999;Res Camex;272;2021
8461.20.10;Para escatelar;01/04/2022;31/12/9999;Res Camex;272;2021
8461.20.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8461.30;- M†quinas para brochar;01/04/2022;31/12/9999;Res Camex;272;2021
8461.30.10;De comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8461.30.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8461.40;- M†quinas para cortar ou acabar engrenagens;01/04/2022;31/12/9999;Res Camex;272;2021
8461.40.10;De comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8461.40.9;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8461.40.91;Redondeadoras de dentes;01/04/2022;31/12/9999;Res Camex;272;2021
8461.40.99;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8461.50;- M†quinas para serrar ou seccionar;01/04/2022;31/12/9999;Res Camex;272;2021
8461.50.10;De fitas sem fim;01/04/2022;31/12/9999;Res Camex;272;2021
8461.50.20;Circulares;01/04/2022;31/12/9999;Res Camex;272;2021
8461.50.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8461.90;- Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8461.90.10;De comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8461.90.90;Outras;01/04/2022;31/12/9999;Res Camex;272;2021
84.62;"M†quinas-ferramentas (incluindo as prensas) para forjar ou estampar, martelos, martelos-pil‰es e martinetes, para trabalhar metais (excluindo os laminadores); m†quinas-ferramentas (incluindo as prensas, as linhas de corte longitudinal e as linhas de corte transversal) para enrolar, arquear, dobrar, endireitar, aplanar, cisalhar, puncionar, chanfrar ou mordiscar metais (excluindo as bancas para estirar); prensas para trabalhar metais ou carbonetos met†licos, n∆o especificadas acima.";01/04/2022;31/12/9999;Res Camex;272;2021
8462.1;- M†quinas para trabalhar a quente (incluindo as prensas) para forjar por matrizagem ou de forjamento livre ou de estampar, martelos, martelos-pil‰es e martinetes:;01/04/2022;31/12/9999;Res Camex;272;2021
8462.11.00;-- M†quinas para forjamento em matriz fechada;01/04/2022;31/12/9999;Res Camex;272;2021
8462.19.00;-- Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8462.2;- M†quinas (incluindo as prensas dobradeiras) para enrolar, arquear, dobrar, endireitar ou aplanar, para produtos planos:;01/04/2022;31/12/9999;Res Camex;272;2021
8462.22.00;-- M†quinas para formaá∆o de perfis;01/04/2022;31/12/9999;Res Camex;272;2021
8462.23.00;-- Prensas dobradeiras, de comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8462.24.00;-- Prensas para painÇis, de comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8462.25.00;-- M†quinas de conformaá∆o por rolos, de comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8462.26.00;-- Outras m†quinas para enrolar, arquear, dobrar, endireitar ou aplanar, de comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
8462.29.00;-- Outras;01/04/2022;31/12/9999;Res Camex;272;2021
8462.3;- Linhas de corte longitudinal, linhas de corte transversal e outras m†quinas (excluindo as prensas) para cisalhar, para produtos planos, exceto as m†quinas combinadas de puncionar e cisalhar:;01/04/2022;31/12/9999;Res Camex;272;2021
8462.32.00;-- Linhas de corte longitudinal e linhas de corte transversal;01/04/2022;31/12/9999;Res Camex;272;2021
8462.33.00;-- M†quinas para cisalhar, de comando numÇrico;01/04/2022;31/12/9999;Res Camex;272;2021
